radius  u   sigma_rr   sigma_tt   sigma_zz  eps_rr   eps_tt   eps_zz  eps_p_rr   eps_p_tt   eps_p_zz
3.7387  2.57771e-05   0.000352353   0.014452   0.00296087   -1.56511e-06   6.89467e-06   0   -4.23516e-22   -8.47033e-22   -4.23516e-22
3.73675  2.57802e-05   0.000344999   0.0144593   0.00296087   -1.56952e-06   6.89909e-06   0   -6.35275e-22   0   -6.35275e-22
3.7348  2.57832e-05   0.000337634   0.0144667   0.00296087   -1.57394e-06   6.90351e-06   0   -6.35275e-22   0   -6.35275e-22
3.73285  2.57863e-05   0.000330257   0.0144741   0.00296087   -1.57837e-06   6.90794e-06   0   -4.23516e-22   8.47033e-22   -4.23516e-22
3.7309  2.57894e-05   0.000322868   0.0144815   0.00296087   -1.5828e-06   6.91237e-06   0   -4.23516e-22   -8.47033e-22   -4.23516e-22
3.72895  2.57925e-05   0.000315468   0.0144889   0.00296087   -1.58724e-06   6.91682e-06   0   -4.23516e-22   8.47033e-22   -4.23516e-22
3.727  2.57956e-05   0.000308056   0.0144963   0.00296088   -1.59169e-06   6.92127e-06   0   -2.11758e-22   0   -2.11758e-22
3.72505  2.57987e-05   0.000300633   0.0145038   0.00296088   -1.59615e-06   6.92573e-06   0   -4.23516e-22   0   -4.23516e-22
3.7231  2.58018e-05   0.000293197   0.0145112   0.00296088   -1.60061e-06   6.93019e-06   0   -6.35275e-22   0   -4.23516e-22
3.72115  2.58049e-05   0.000285751   0.0145187   0.00296088   -1.60508e-06   6.93466e-06   0   -8.47033e-22   0   -6.35275e-22
3.7192  2.58081e-05   0.000278292   0.0145261   0.00296088   -1.60955e-06   6.93914e-06   0   -4.23516e-22   0   -6.35275e-22
3.71725  2.58112e-05   0.000270822   0.0145336   0.00296088   -1.61404e-06   6.94363e-06   0   -6.35275e-22   0   -4.23516e-22
3.7153  2.58143e-05   0.00026334   0.0145411   0.00296088   -1.61853e-06   6.94812e-06   0   -4.23516e-22   0   -2.11758e-22
3.71335  2.58175e-05   0.000255846   0.0145486   0.00296089   -1.62302e-06   6.95262e-06   0   -6.35275e-22   0   -6.35275e-22
3.7114  2.58207e-05   0.000248341   0.0145561   0.00296089   -1.62753e-06   6.95713e-06   0   -8.47033e-22   8.47033e-22   -6.35275e-22
3.70945  2.58239e-05   0.000240823   0.0145636   0.00296089   -1.63204e-06   6.96164e-06   0   -4.23516e-22   0   -2.11758e-22
3.7075  2.5827e-05   0.000233294   0.0145712   0.00296089   -1.63656e-06   6.96616e-06   0   -2.11758e-22   -8.47033e-22   0
3.70555  2.58302e-05   0.000225753   0.0145787   0.00296089   -1.64108e-06   6.97069e-06   0   -6.35275e-22   0   -6.35275e-22
3.7036  2.58334e-05   0.0002182   0.0145863   0.00296089   -1.64562e-06   6.97523e-06   0   -4.23516e-22   -8.47033e-22   -4.23516e-22
3.70165  2.58367e-05   0.000210635   0.0145938   0.0029609   -1.65016e-06   6.97977e-06   0   -6.35275e-22   0   -6.35275e-22
3.6997  2.58399e-05   0.000203058   0.0146014   0.0029609   -1.6547e-06   6.98432e-06   0   -6.35275e-22   0   -6.35275e-22
3.69775  2.58431e-05   0.000195469   0.014609   0.0029609   -1.65926e-06   6.98887e-06   0   -6.35275e-22   0   -6.35275e-22
3.6958  2.58464e-05   0.000187868   0.0146166   0.0029609   -1.66382e-06   6.99344e-06   0   -6.35275e-22   -8.47033e-22   -6.35275e-22
3.69385  2.58496e-05   0.000180255   0.0146243   0.0029609   -1.66839e-06   6.99801e-06   0   -6.35275e-22   0   -4.23516e-22
3.6919  2.58529e-05   0.00017263   0.0146319   0.0029609   -1.67296e-06   7.00259e-06   0   -2.11758e-22   -8.47033e-22   0
3.68995  2.58561e-05   0.000164993   0.0146395   0.0029609   -1.67755e-06   7.00717e-06   0   -6.35275e-22   0   -6.35275e-22
3.688  2.58594e-05   0.000157343   0.0146472   0.00296091   -1.68214e-06   7.01177e-06   0   -4.23516e-22   -8.47033e-22   -2.11758e-22
3.68605  2.58627e-05   0.000149682   0.0146549   0.00296091   -1.68674e-06   7.01637e-06   0   -4.23516e-22   8.47033e-22   -4.23516e-22
3.6841  2.5866e-05   0.000142009   0.0146625   0.00296091   -1.69134e-06   7.02098e-06   0   -4.23516e-22   -8.47033e-22   -4.23516e-22
3.68215  2.58693e-05   0.000134323   0.0146702   0.00296091   -1.69595e-06   7.02559e-06   0   -2.11758e-22   8.47033e-22   -2.11758e-22
3.6802  2.58726e-05   0.000126625   0.0146779   0.00296091   -1.70057e-06   7.03021e-06   0   -4.23516e-22   0   -4.23516e-22
3.67825  2.58759e-05   0.000118915   0.0146857   0.00296091   -1.7052e-06   7.03484e-06   0   -4.23516e-22   0   -2.11758e-22
3.6763  2.58792e-05   0.000111192   0.0146934   0.00296091   -1.70983e-06   7.03948e-06   0   -4.23516e-22   0   -4.23516e-22
3.67435  2.58826e-05   0.000103457   0.0147011   0.00296092   -1.71448e-06   7.04413e-06   0   -2.11758e-22   0   -2.11758e-22
3.6724  2.58859e-05   9.57104e-05   0.0147089   0.00296092   -1.71912e-06   7.04878e-06   0   -6.35275e-22   -8.47033e-22   -6.35275e-22
3.67045  2.58893e-05   8.79509e-05   0.0147166   0.00296092   -1.72378e-06   7.05344e-06   0   -4.23516e-22   8.47033e-22   -2.11758e-22
3.6685  2.58927e-05   8.01792e-05   0.0147244   0.00296092   -1.72845e-06   7.0581e-06   0   -6.35275e-22   8.47033e-22   -4.23516e-22
3.66655  2.5896e-05   7.2395e-05   0.0147322   0.00296092   -1.73312e-06   7.06278e-06   0   -6.35275e-22   0   -6.35275e-22
3.6646  2.58994e-05   6.45984e-05   0.01474   0.00296092   -1.7378e-06   7.06746e-06   0   -8.47033e-22   8.47033e-22   -6.35275e-22
3.66265  2.59028e-05   5.67893e-05   0.0147478   0.00296093   -1.74248e-06   7.07215e-06   0   -4.23516e-22   8.47033e-22   -4.23516e-22
3.6607  2.59062e-05   4.89678e-05   0.0147557   0.00296093   -1.74718e-06   7.07684e-06   0   -6.35275e-22   0   -6.35275e-22
3.65875  2.59096e-05   4.11337e-05   0.0147635   0.00296093   -1.75188e-06   7.08155e-06   0   -4.23516e-22   0   -4.23516e-22
3.6568  2.5913e-05   3.32872e-05   0.0147714   0.00296093   -1.75659e-06   7.08626e-06   0   -2.11758e-22   -8.47033e-22   -2.11758e-22
3.65485  2.59165e-05   2.5428e-05   0.0147792   0.00296093   -1.7613e-06   7.09098e-06   0   -6.35275e-22   0   -4.23516e-22
3.6529  2.59199e-05   1.75563e-05   0.0147871   0.00296093   -1.76603e-06   7.09571e-06   0   -4.23516e-22   0   -4.23516e-22
3.65095  2.59234e-05   9.672e-06   0.014795   0.00296094   -1.77076e-06   7.10044e-06   0   -6.35275e-22   8.47033e-22   -4.23516e-22
3.649  2.59268e-05   1.77504e-06   0.0148029   0.00296094   -1.7755e-06   7.10518e-06   0   -8.47033e-22   0   -8.47033e-22
3.64705  2.59303e-05   -6.13458e-06   0.0148108   0.00296094   -1.78024e-06   7.10993e-06   0   -4.23516e-22   0   -2.11758e-22
3.6451  2.59338e-05   -1.40569e-05   0.0148188   0.00296094   -1.785e-06   7.11469e-06   0   -4.23516e-22   -8.47033e-22   -4.23516e-22
3.64315  2.59372e-05   -2.19919e-05   0.0148267   0.00296094   -1.78976e-06   7.11945e-06   0   -4.23516e-22   -8.47033e-22   -2.11758e-22
3.6412  2.59407e-05   -2.99397e-05   0.0148347   0.00296094   -1.79453e-06   7.12423e-06   0   -6.35275e-22   8.47033e-22   -6.35275e-22
3.63925  2.59442e-05   -3.79003e-05   0.0148426   0.00296094   -1.79931e-06   7.12901e-06   0   -4.23516e-22   0   -2.11758e-22
