"FailureType","Displacement:0","Displacement:1","Displacement:2","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","StrainPlastic:0","StrainPlastic:1","StrainPlastic:2","StrainPlastic:3","StrainPlastic:4","StrainPlastic:5","StrainPlastic:6","StrainPlastic:7","StrainPlastic:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0.00022392,-9.8327e-08,0,-1.1694,0.064885,0,0.064885,1.1639,0,0,0,-0.0010994,-0.00070096,3.8931e-05,0,3.8931e-05,0.00069898,0,0,0,0,5.3436e-19,3.7893e-20,0,3.7893e-20,-9.7655e-20,0,0,0,-2.6221e-19,1,0.234,0.334,0,0
0,0.00022067,-1.3e-07,0,-1.15,0.066256,0,0.066256,1.1221,0,0,0,-0.0055728,-0.00068665,3.9754e-05,0,3.9754e-05,0.00067661,0,0,0,0,5.2964e-19,3.7883e-20,0,3.7883e-20,-9.2642e-20,0,0,0,-2.4595e-19,1,0.2379,0.3379,0,0
0,0.00021743,-1.6168e-07,0,-1.1306,0.067627,0,0.067627,1.0804,0,0,0,-0.010046,-0.00067233,4.0576e-05,0,4.0576e-05,0.00065425,0,0,0,0,5.2492e-19,3.7873e-20,0,3.7873e-20,-8.7628e-20,0,0,0,-2.297e-19,1,0.2418,0.3418,0,0
0,0.00021419,-1.9335e-07,0,-1.1112,0.068999,0,0.068999,1.0386,0,0,0,-0.01452,-0.00065802,4.1399e-05,0,4.1399e-05,0.00063189,0,0,0,0,5.202e-19,3.7864e-20,0,3.7864e-20,-8.2615e-20,0,0,0,-2.1344e-19,1,0.2457,0.3457,0,0
0,0.00021232,-1.7852e-07,0,-1.0918,0.07037,0,0.07037,0.99687,0,0,0,-0.018993,-0.00064371,4.2222e-05,0,4.2222e-05,0.00060952,0,0,0,0,5.1322e-19,3.6752e-20,0,3.6752e-20,-9.5304e-20,0,0,0,-2.0528e-19,1,0.2496,0.3496,0,0
0,0.00021043,-1.6466e-07,0,-1.0725,0.071742,0,0.071742,0.95513,0,0,0,-0.023466,-0.0006294,4.3045e-05,0,4.3045e-05,0.00058716,0,0,0,0,5.0629e-19,3.5663e-20,0,3.5663e-20,-1.0762e-19,0,0,0,-1.9695e-19,1,0.2535,0.3535,0,0
0,0.00020854,-1.508e-07,0,-1.0531,0.073113,0,0.073113,0.91338,0,0,0,-0.027939,-0.00061508,4.3868e-05,0,4.3868e-05,0.00056479,0,0,0,0,4.9936e-19,3.4574e-20,0,3.4574e-20,-1.1994e-19,0,0,0,-1.8862e-19,1,0.2574,0.3574,0,0
0,0.00020665,-1.3695e-07,0,-1.0337,0.074485,0,0.074485,0.87163,0,0,0,-0.032413,-0.00060077,4.4691e-05,0,4.4691e-05,0.00054243,0,0,0,0,4.9243e-19,3.3485e-20,0,3.3485e-20,-1.3226e-19,0,0,0,-1.8028e-19,1,0.2613,0.3613,0,0
0,0.00020476,-1.2309e-07,0,-1.0143,0.075856,0,0.075856,0.82989,0,0,0,-0.036886,-0.00058646,4.5514e-05,0,4.5514e-05,0.00052006,0,0,0,0,4.855e-19,3.2396e-20,0,3.2396e-20,-1.4458e-19,0,0,0,-1.7195e-19,1,0.2652,0.3652,0,0
0,0.00020287,-1.0923e-07,0,-0.99493,0.077228,0,0.077228,0.78814,0,0,0,-0.041359,-0.00057215,4.6337e-05,0,4.6337e-05,0.0004977,0,0,0,0,4.7857e-19,3.1307e-20,0,3.1307e-20,-1.569e-19,0,0,0,-1.6362e-19,1,0.2691,0.3691,0,0
0,0.00020098,-9.5367e-08,0,-0.97555,0.078599,0,0.078599,0.74639,0,0,0,-0.045833,-0.00055783,4.7159e-05,0,4.7159e-05,0.00047533,0,0,0,0,4.7164e-19,3.0218e-20,0,3.0218e-20,-1.6923e-19,0,0,0,-1.5529e-19,1,0.273,0.373,0,0
0,0.00019908,-8.1507e-08,0,-0.95617,0.07997,0,0.07997,0.70464,0,0,0,-0.050306,-0.00054352,4.7982e-05,0,4.7982e-05,0.00045297,0,0,0,0,4.6471e-19,2.9129e-20,0,2.9129e-20,-1.8155e-19,0,0,0,-1.4696e-19,1,0.2769,0.3769,0,0
0,0.00019719,-6.7648e-08,0,-0.93679,0.081342,0,0.081342,0.6629,0,0,0,-0.054779,-0.00052921,4.8805e-05,0,4.8805e-05,0.00043061,0,0,0,0,4.5778e-19,2.804e-20,0,2.804e-20,-1.9387e-19,0,0,0,-1.3863e-19,1,0.2808,0.3808,0,0
0,0.0001953,-5.3788e-08,0,-0.91741,0.082713,0,0.082713,0.62115,0,0,0,-0.059253,-0.0005149,4.9628e-05,0,4.9628e-05,0.00040824,0,0,0,0,4.5085e-19,2.6952e-20,0,2.6952e-20,-2.0619e-19,0,0,0,-1.303e-19,1,0.2847,0.3847,0,0
0,0.00019341,-3.9929e-08,0,-0.89803,0.084085,0,0.084085,0.5794,0,0,0,-0.063726,-0.00050058,5.0451e-05,0,5.0451e-05,0.00038588,0,0,0,0,4.4392e-19,2.5863e-20,0,2.5863e-20,-2.1851e-19,0,0,0,-1.2197e-19,1,0.2886,0.3886,0,0
0,0.00019152,-2.6069e-08,0,-0.87865,0.085456,0,0.085456,0.53765,0,0,0,-0.068199,-0.00048627,5.1274e-05,0,5.1274e-05,0.00036351,0,0,0,0,4.3699e-19,2.4774e-20,0,2.4774e-20,-2.3083e-19,0,0,0,-1.1363e-19,1,0.2925,0.3925,0,0
0,0.00018963,-1.221e-08,0,-0.85927,0.086828,0,0.086828,0.49591,0,0,0,-0.072673,-0.00047196,5.2097e-05,0,5.2097e-05,0.00034115,0,0,0,0,4.3006e-19,2.3685e-20,0,2.3685e-20,-2.4315e-19,0,0,0,-1.053e-19,1,0.2964,0.3964,0,0
0,0.00018774,1.6498e-09,0,-0.83989,0.088199,0,0.088199,0.45416,0,0,0,-0.077146,-0.00045765,5.2919e-05,0,5.2919e-05,0.00031878,0,0,0,0,4.2313e-19,2.2596e-20,0,2.2596e-20,-2.5547e-19,0,0,0,-9.6971e-20,1,0.3003,0.4003,0,0
0,0.00018584,1.5509e-08,0,-0.82051,0.089571,0,0.089571,0.41241,0,0,0,-0.081619,-0.00044333,5.3742e-05,0,5.3742e-05,0.00029642,0,0,0,0,4.162e-19,2.1507e-20,0,2.1507e-20,-2.6779e-19,0,0,0,-8.864e-20,1,0.3042,0.4042,0,0
0,0.00018395,2.9369e-08,0,-0.80113,0.090942,0,0.090942,0.37067,0,0,0,-0.086093,-0.00042902,5.4565e-05,0,5.4565e-05,0.00027405,0,0,0,0,4.0927e-19,2.0418e-20,0,2.0418e-20,-2.8011e-19,0,0,0,-8.0309e-20,1,0.3081,0.4081,0,0
0,0.00018206,4.3228e-08,0,-0.78175,0.092313,0,0.092313,0.32892,0,0,0,-0.090566,-0.00041471,5.5388e-05,0,5.5388e-05,0.00025169,0,0,0,0,4.0234e-19,1.9329e-20,0,1.9329e-20,-2.9243e-19,0,0,0,-7.1977e-20,1,0.312,0.412,0,0
